-3.118082	-59.887784
-3.072559	-59.749289
-3.076905	-59.658515
-3.116108	-59.5635
-3.188921	-59.323712
-3.274311	-59.122996
-3.239672	-59.006859
-3.347028	-58.758688
-3.374755	-58.616714
-3.33091	-58.579804
-3.25324	-58.563046
-3.175285	-58.530013
-3.145532	-58.478717
-3.17809	-58.393525
-3.198903	-58.330335
-3.221137	-58.262567
-3.1597	-58.185428
-3.005591	-58.159503
-2.863686	-58.087126
-2.802975	-57.865164
-2.797276	-57.789755
-2.71011	-57.713839
-2.40859	-57.549143
-2.374436	-57.481066
-2.394555	-57.417234
-2.464078	-57.330784
-2.489806	-57.28944
-2.470843	-57.219533
-2.50632	-57.157189
-2.543732	-57.111475
-2.546706	-57.032883
-2.61036	-56.755219
-2.57344	-56.612207
-2.455776	-56.468169
-2.338333	-56.423209
-2.26089	-56.3781
-2.224926	-56.25863
-2.067516	-56.0602
-2.00999	-55.819543
-1.896426	-55.601361
-1.914156	-55.536165
-2.038811	-55.397938
-2.1368	-55.26769
-2.157352	-55.024166
-2.172481	-54.819911
-2.312372	-54.7209
-2.414195	-54.69158
-2.474914	-54.581518
-2.405217	-54.293543
-2.33178	-54.104605
-2.167891	-54.040626
-2.167752	-54.0395
-2.018633	-53.981542
-1.833435	-53.440524
-1.762673	-53.291641
-1.765765	-53.055708
-1.728857	-52.959471
-1.611923	-52.882157
-1.577454	-52.769213
-1.560589	-52.444407
-1.425781	-52.150000

