-4.278587	-69.943204
-4.316143	-69.906884
-4.346297	-69.846532
-4.378812	-69.787975
-4.356809	-69.697388
-4.309346	-69.566888
-4.265131	-69.500266
-4.176935	-69.454718
-4.136572	-69.491801
-4.073142	-69.5216
-4.03393	-69.48632
-3.99345	-69.413755
-3.912481	-69.390318
-3.757648	-69.401408
-3.716686	-69.429743
-3.655016	-69.410465
-3.601446	-69.340226
-3.573119	-69.326486
-3.55335	-69.326345
-3.543162	-69.334388
-3.521756	-69.34131
-3.497425	-69.337451
-3.486514	-69.3287
-3.473225	-69.290303
-3.476119	-69.211885
-3.456609	-69.123184
-3.42779	-69.065448
-3.447992	-68.982759
-3.459512	-68.956507
-3.448588	-68.871171
-3.449082	-68.789096
-3.409274	-68.711818
-3.374291	-68.65238
-3.374295	-68.602085
-3.402814	-68.562318
-3.403169	-68.562465
-3.390319	-68.484139
-3.359153	-68.381476
-3.376344	-68.363695
-3.379463	-68.31543
-3.368182	-68.281127
-3.353325	-68.241804
-3.338506	-68.138115
-3.33475	-68.053374
-3.337596	-67.951645
-3.247982	-67.92111
-3.185973	-67.937383
-3.152283	-67.921719
-3.10595	-67.921087
-3.085299	-67.915924
-3.009957	-67.872137
-2.890825	-67.763249
-2.822468	-67.705988
-2.766612	-67.61975
-2.749212	-67.496079
-2.720485	-67.460006
-2.678365	-67.444392
-2.566029	-67.358405
-2.545213	-67.297191
-2.572279	-67.246855
-2.604691	-67.235879
-2.607703	-67.215954
-2.600343	-67.191721
-2.605406	-67.169356
-2.616182	-67.154944
-2.627073	-67.130649
-2.611976	-67.100576
-2.610784	-67.064958
-2.639648	-67.039794
-2.688367	-67.049081
-2.701998	-67.048989
-2.715686	-67.025368
-2.73032	-67.008572
-2.746106	-66.993324
-2.738349	-66.95829
-2.720484	-66.922883
-2.677461	-66.899838
-2.661153	-66.864406
-2.700222	-66.797843
-2.731094	-66.750987
-2.64756	-66.608214
-2.548777	-66.58667
-2.445843	-66.637752
-2.425574	-66.612349
-2.398227	-66.503498
-2.405121	-66.417508
-2.455469	-66.403731
-2.537836	-66.402232
-2.584167	-66.322747
-2.581585	-66.281676
-2.549907	-66.260273
-2.526021	-66.245302
-2.506174	-66.213389
-2.513858	-66.18382
-2.520573	-66.147263
-2.494232	-66.11351
-2.484925	-66.073822
-2.461206	-65.934861
-2.499624	-65.863207
-2.521415	-65.811737
-2.578392	-65.777063
-2.663738	-65.661663
-2.65896	-65.599042
-2.635246	-65.543483
-2.589801	-65.484822
-2.527622	-65.439862
-2.501929	-65.415416
-2.502811	-65.388104
-2.560845	-65.367572
-2.616006	-65.359454
-2.677098	-65.387054
-2.713847	-65.397095
-2.765269	-65.356626
-2.784024	-65.308079
-2.756618	-65.230682
-2.744642	-65.191768
-2.761532	-65.151745
-2.820642	-65.154002
-2.871801	-65.168821
-2.918423	-65.15369
-2.95579	-65.113658
-2.970593	-65.049086
-3.015467	-65.028525
-3.043047	-65.017311
-3.060729	-64.97358
-3.068784	-64.928891
-3.098316	-64.899418
-3.168285	-64.816485
-3.199678	-64.805921
-3.270047	-64.718283
-3.345376	-64.65446
-3.385683	-64.632186
-3.40164	-64.603445
-3.425377	-64.473302
-3.513247	-64.417275
-3.545077	-64.34305
-3.606284	-64.264006
-3.693969	-64.13255
-3.723708	-64.023667
-3.79596	-63.963119
-3.830079	-63.870418
-3.869664	-63.771188
-3.864001	-63.641542
-3.841555	-63.573099
-3.846975	-63.524177
-3.877855	-63.416073
-3.914621	-63.376657
-3.922161	-63.308664
-3.928759	-63.173192
-3.951456	-63.144328
-3.973511	-63.144454
-4.029564	-63.14817
-4.063405	-63.13258
-4.084492	-63.099655
-4.066602	-63.047921
-4.022608	-62.990633
-3.958289	-62.939403
-3.904035	-62.851735
-3.890392	-62.773695
-3.899369	-62.70508
-3.897164	-62.621076
-3.805196	-62.377737
-3.761361	-62.258731
-3.817828	-62.162565
-3.878415	-62.02379
-3.965502	-61.886252
-3.980781	-61.807554
-3.957143	-61.781379
-3.926197	-61.76659
-3.878383	-61.751332
-3.848018	-61.640871
-3.780099	-61.621455
-3.692122	-61.512451
-3.594036	-61.374642
-3.590632	-61.058151
-3.605398	-60.918003
-3.553319	-60.854683
-3.444895	-60.733726
-3.332218	-60.672782
-3.329991	-60.598689
-3.340088	-60.456451
-3.300056	-60.402613
-3.266056	-60.239632
-3.283006	-60.209329
-3.311406	-60.153947
-3.302371	-60.047185
-3.251971	-59.997151
-3.216295	-59.92529
-3.18141	-59.887638
-3.141694	-59.894396
-3.118082	-59.887784
