-3.239672	-59.006859
-3.6557	-59.0486
-3.8351	-59.0636
-3.9825	-59.3022
-4.2717	-59.4195
-4.3404	-59.7036
-4.6045	-59.9082
-4.8233	-59.9157
-4.9291	-60.0972
-4.9047	-60.1857
-4.9420	-60.2397
-5.0706	-60.3086
-5.1231	-60.4119
-5.1738	-60.4352
-5.2080	-60.5100
-5.2486	-60.5393
-5.2989	-60.6328
-5.3029	-60.7016
-5.4077	-60.7443
-5.4564	-60.7346
-5.6071	-60.9893
-5.5784	-61.0943
-5.6336	-61.1589
-5.6513	-61.2233
-5.6594	-61.2625
-5.7582	-61.2870
-5.8465	-61.3293
-5.8072	-61.3746
-5.8026	-61.4233
-5.8625	-61.4587
-5.8664	-61.4990
-5.8431	-61.5211
-5.8726	-61.6858
-5.8991	-61.7067
-5.9732	-61.6668
-6.0239	-61.6882
-6.0645	-61.7461
-6.1071	-61.8203
-6.1747	-61.8311
-6.2566	-61.8547
-6.2510	-61.9538
-6.2329	-62.0648
-6.1907	-62.1478
-6.2287	-62.2409
-6.3303	-62.2408
-6.4317	-62.2802
-6.5203	-62.3248
-6.5488	-62.3716
-6.6031	-62.3412
-6.6934	-62.3409
-6.7654	-62.3884
-6.7753	-62.4651
-6.7511	-62.5109
-6.7810	-62.5888
-6.8039	-62.6349
-6.8568	-62.6617
-6.9148	-62.6507
-6.9810	-62.6923
-7.0376	-62.7228
-7.0254	-62.7596
-7.0002	-62.8238
-7.0356	-62.8627
-7.1323	-62.8773
-7.2124	-62.9118
-7.3164	-62.9410
-7.3786	-62.9799
-7.4626	-63.0199
-7.5577	-62.9651
-7.6776	-62.9243
-7.7348	-62.9457
-7.8302	-62.9131
-7.9273	-62.8708
-8.0262	-62.8809
-8.0687	-62.9410
-8.1366	-62.9694
-8.1738	-63.0272
-8.1973	-63.1207
-8.2246	-63.2150
-8.2043	-63.2850
-8.1696	-63.3070
-8.1866	-63.3484
-8.2738	-63.3733
-8.3846	-63.4258
-8.4721	-63.5409
-8.5424	-63.5550
-8.5783	-63.5299
-8.6035	-63.5326
-8.6167	-63.5688
-8.5953	-63.6121
-8.5660	-63.6610
-8.5643	-63.7111
-8.6378	-63.8499
-8.6373	-63.9003
-8.6883	-63.9195
-8.7773	-63.9185
-8.8058	-63.9611
-8.8168	-63.9800
-8.8354	-63.9719
-8.8493	-64.0030
-8.8480	-64.0484
-8.9013	-64.0954
-8.9270	-64.0832
-8.9484	-64.0671
-8.9780	-64.0798
-8.9803	-64.1106
-8.9940	-64.1425
-8.9996	-64.1720
-9.0219	-64.1915
-9.0246	-64.2155
-9.0138	-64.2419
-9.0172	-64.2654
-9.0319	-64.2809
-9.0748	-64.3066
-9.1164	-64.3280
-9.1974	-64.4147
-9.1439	-64.5289
-9.1668	-64.5780
-9.2074	-64.6211
-9.2436	-64.6283
-9.2986	-64.6902
-9.3231	-64.7103
-9.3254	-64.7317
-9.3503	-64.7320
-9.3724	-64.7562
-9.3707	-64.7879
-9.3625	-64.8305
-9.3814	-64.8476
-9.4142	-64.8305
-9.4738	-64.8135
-9.5148	-64.8140
-9.5418	-64.8408
-9.5468	-64.8831
-9.5747	-64.8916
-9.5822	-64.9345
-9.5862	-64.9629
-9.5723	-64.9854
-9.5645	-65.0080
-9.5957	-65.0494
-9.6075	-65.1058
-9.5933	-65.1422
-9.5591	-65.1741
-9.5448	-65.2181
-9.5280	-65.2652
-9.5156	-65.3074
-9.5401	-65.3445
-9.5732	-65.3723
-9.5971	-65.3726
-9.6219	-65.4076
-9.6411	-65.4406
-9.6670	-65.4466
-9.6784	-65.4203
-9.6885	-65.3864
-9.7177	-65.3576
-9.7760	-65.3273
-9.8087	-65.3240
-9.8379	-65.2883
-9.8730	-65.2933
-9.9207	-65.3298
-9.9684	-65.3309
-9.9972	-65.3176
-10.0340	-65.3282
-10.0736	-65.3229
-10.0952	-65.3042
-10.1274	-65.3051
-10.1633	-65.3050
-10.2212	-65.2950
-10.2545	-65.3086
-10.2933	-65.3200
-10.3275	-65.3460
-10.3585	-65.3745
-10.3727	-65.3926
