-7.312785	-58.171665
-7.267211	-58.176427
-7.246349	-58.16669
-7.20214	-58.175329
-7.144195	-58.207733
-7.125688	-58.223679
-7.091653	-58.242046
-7.084004	-58.251172
-7.080579	-58.261006
-7.072305	-58.27873
-7.049488	-58.295792
-6.986718	-58.335688
-6.971442	-58.358237
-6.970305	-58.380031
-6.950961	-58.394517
-6.909431	-58.433878
-6.794147	-58.473945
-6.73946	-58.478934
-6.690981	-58.47373
-6.663748	-58.459518
-6.611696	-58.421883
-6.572875	-58.362035
-6.547965	-58.337995
-6.516653	-58.323961
-6.502512	-58.300086
-6.486936	-58.281883
-6.434825	-58.220518
-6.425558	-58.192585
-6.427877	-58.166295
-6.417285	-58.109993
-6.410255	-58.01496
-6.363777	-57.937866
-6.31057	-57.842615
-6.315332	-57.812903
-6.320554	-57.78412
-6.286811	-57.749704
-6.247878	-57.740438
-6.234006	-57.73642
-6.124502	-57.657442
-6.06438	-57.635709
-6.019258	-57.642939
-5.989043	-57.649929
-5.95097	-57.642962
-5.921834	-57.586601
-5.79068	-57.459994
-5.771048	-57.428192
-5.762274	-57.375529
-5.735378	-57.335689
-5.68829	-57.306215
-5.646891	-57.261796
-5.632918	-57.224232
-5.590242	-57.214079
-5.572153	-57.188416
-5.53607	-57.086156
-5.394086	-57.008303
-5.250692	-56.975771
-5.193777	-56.914557
-5.17187	-56.847729
-5.089125	-56.841893
-4.998746	-56.789941
-4.964899	-56.785647
-4.936982	-56.741204
-4.810999	-56.704113
-4.757232	-56.687883
-4.68599	-56.567072
-4.736092	-56.444203
-4.676853	-56.38581
-4.599045	-56.276726
-4.529847	-56.28731
-4.513586	-56.248191
-4.490962	-56.25286
-4.409218	-56.259709
-4.362563	-56.188334
-4.372366	-56.158167
-4.395739	-56.118594
-4.376013	-56.078802
-4.334996	-56.070796
-4.299347	-56.041696
-4.277665	-55.985694
-4.241393	-55.920898
-4.088581	-55.658103
-4.050687	-55.616505
-3.894059	-55.556163
-3.870673	-55.555459
-3.726626	-55.423465
-3.671312	-55.367653
-2.385936	-54.963749
-2.391161	-54.822326
-2.414298	-54.691506
